Id,SalePrice
1461,117023.20750061258
1462,158801.5781143164
1463,166259.44133540342
1464,195108.55540888043
1465,183459.46312160982
1466,171611.41751657677
1467,187903.76024999513
1468,165339.90884877165
1469,187661.37938580516
1470,116687.2025824297
1471,185904.68396869377
1472,108102.40789344338
1473,100409.0178047372
1474,150300.90761463786
1475,119075.19808542125
1476,349966.44200430805
1477,237735.1821859039
1478,290256.02456588316
1479,275677.1643010906
1480,479074.66439711873
1481,293846.27537063573
1482,201277.74533695556
1483,174073.77949587497
1484,165444.81624715737
1485,195603.3193000152
1486,198630.3534120046
1487,309495.18499401584
1488,238297.75997980888
1489,183229.3909350972
1490,230217.56866767164
1491,196083.41144306108
1492,91367.89417007644
1493,195172.29221763552
1494,292375.5685325063
1495,272298.03274782153
1496,225003.9340970215
1497,170105.88662612546
1498,162011.3682734652
1499,157045.3387303706
1500,159009.4967552153
1501,167890.99596770547
1502,155958.183202468
1503,284887.4248006577
1504,248218.95328605635
1505,225137.16321074084
1506,197387.03708545136
1507,239586.95481656012
1508,191972.9951640853
1509,154592.31517848058
1510,136467.3890560556
1511,146123.51071995855
1512,175080.98041473227
1513,150179.03709328477
1514,142612.3593257416
1515,184590.32894241938
1516,148459.86487465684
1517,162724.9676238949
1518,133672.02632013042
1519,204961.58799554606
1520,126703.81531461714
1521,121890.64972260718
1522,180442.27401960816
1523,103272.57836093837
1524,122018.5626085151
1525,110101.67832616906
1526,101360.4480200712
1527,101491.9768839824
1528,149546.69270509697
1529,141773.14591992524
1530,201952.44301204247
1531,114698.61183829898
1532,108390.79301902451
1533,167209.53781638743
1534,131087.0413583465
1535,145645.65006813093
1536,112847.77576618895
1537,55944.918394051456
1538,140845.36570615435
1539,196926.2869344983
1540,86204.18507726643
1541,134123.78322387178
1542,133289.2583610547
1543,165700.68884413163
1544,89928.10529559433
1545,104265.88332220486
1546,136245.05459695603
1547,130218.55395087675
1548,129215.99329174889
1549,115130.74423084894
1550,123362.88728367601
1551,120410.16781550457
1552,132034.85313404605
1553,139917.08506154298
1554,125853.74983125008
1555,153556.40590020854
1556,89780.17189077503
1557,90581.27635821488
1558,105021.10924199302
1559,72832.19665050184
1560,133192.98428970523
1561,117637.69692578609
1562,137459.9586470255
1563,117367.80679102201
1564,158611.34707864237
1565,132376.7663049413
1566,232391.90128449665
1567,78812.8111482262
1568,232296.40999965594
1569,122872.17495280699
1570,148654.1734361961
1571,117213.23229051183
1572,144354.41024039953
1573,230998.8897505008
1574,111829.09740464964
1575,217727.0713793331
1576,248681.12211070483
1577,179959.38645138647
1578,135821.36434705256
1579,129822.5146692339
1580,198017.9189982969
1581,160346.11430802062
1582,126950.18719393022
1583,294497.321519339
1584,223521.9661244583
1585,142998.0285249815
1586,71090.96357872654
1587,100289.28494772437
1588,145310.62848046247
1589,91773.90255741973
1590,140112.3164553003
1591,90485.25729030052
1592,119166.69419497985
1593,134263.21307520554
1594,125739.27984840037
1595,98857.12316379436
1596,197704.7747076927
1597,159805.68810615936
1598,195824.58794888982
1599,177233.39454199807
1600,172185.69442665894
1601,67759.25594313275
1602,116389.74073579157
1603,78048.52092281237
1604,250703.3927866106
1605,247511.2749828336
1606,169537.23133632474
1607,184629.0026567539
1608,226926.00758479364
1609,183235.07150715287
1610,149027.50732110825
1611,135260.46942653033
1612,170536.9482352558
1613,168564.953908101
1614,139374.85366351524
1615,99397.73319785802
1616,82590.94283933149
1617,97707.41564698727
1618,123432.5008795192
1619,145360.54857747006
1620,149173.7175680092
1621,129604.72152361278
1622,151650.2123309676
1623,260877.9404583489
1624,203105.8097906143
1625,114870.12484850961
1626,174174.26568034742
1627,188802.9940071369
1628,275236.4531730132
1629,171039.6090021398
1630,315271.63704499847
1631,214264.98060979118
1632,217091.87326935463
1633,179672.78093454725
1634,187374.72973806545
1635,184399.85709313894
1636,160142.63555940846
1637,195097.92784774193
1638,191198.62952478352
1639,185023.53181410406
1640,262696.2795412643
1641,179830.64644218073
1642,236906.52638145722
1643,231213.10382280842
1644,225224.92563057962
1645,239995.55713348408
1646,168537.4265161812
1647,165459.18360936566
1648,132632.92977688345
1649,148264.28806293826
1650,110223.00614065061
1651,121462.1276396183
1652,111212.9911491844
1653,113252.26596533348
1654,143596.07921509285
1655,144713.19238351114
1656,140770.18039762502
1657,144840.93297083615
1658,145305.59529988957
1659,123691.55576750844
1660,149533.87530045342
1661,453665.76148553257
1662,358505.43689081864
1663,356775.4065348572
1664,499207.0778596775
1665,299112.4724993095
1666,301886.8291397857
1667,353499.9305273935
1668,338257.2182663094
1669,295459.5915013186
1670,335389.23990624235
1671,253880.0901290088
1672,419555.07923933794
1673,286112.52191141056
1674,240848.03625113863
1675,184921.4473789755
1676,188124.8521489578
1677,202413.63720462535
1678,419002.26867325703
1679,354428.7685164045
1680,300871.51067886763
1681,235653.75332267268
1682,285156.67652669817
1683,182840.06605158307
1684,189588.84436542672
1685,181887.9971216037
1686,173138.8100645122
1687,180142.54834562377
1688,196648.89716707394
1689,200458.16123088985
1690,211065.28681980664
1691,202557.60095357435
1692,264585.5604141742
1693,178156.05295208812
1694,186367.159016971
1695,169740.40820017055
1696,280165.2363332595
1697,178967.7748911805
1698,332730.622026001
1699,343518.49808058457
1700,240350.8856519568
1701,265122.0077934945
1702,246752.42200760654
1703,250772.06221072562
1704,273310.89439930976
1705,244504.16872426597
1706,387475.76567500527
1707,206388.93409415905
1708,202661.5300656644
1709,273984.63761482737
1710,220959.5872340847
1711,272419.37508603884
1712,260260.96346002122
1713,271921.087818078
1714,216938.66903041833
1715,206553.3177236074
1716,181808.7269639643
1717,182350.11500288642
1718,134189.7977293137
1719,201858.7433500741
1720,257016.00256483947
1721,173735.76672258502
1722,128118.12990436496
1723,160777.33310657527
1724,205296.54919943842
1725,233587.28458110648
1726,184689.67661559704
1727,147274.37891726545
1728,192195.559940301
1729,161247.4970240699
1730,168422.35496129963
1731,127367.72894286139
1732,131650.32961139618
1733,112118.34848353201
1734,120652.30135357875
1735,148155.6324224417
1736,116720.39558186811
1737,306408.13165423024
1738,228603.7697186643
1739,265288.9432905691
1740,211110.06725208086
1741,187137.43857626294
1742,161680.81223811812
1743,177196.17225992004
1744,296902.2498430175
1745,198094.1948323314
1746,183329.29147036583
1747,216775.40555259233
1748,229727.8717741492
1749,148316.4295656198
1750,123599.64928637237
1751,265825.81460636767
1752,118130.8033958217
1753,146521.90209583365
1754,196550.90998335098
1755,164913.89722765982
1756,136162.0579193976
1757,118777.19913539376
1758,144569.5627341385
1759,156457.38664793005
1760,164700.0374340977
1761,139339.67190756163
1762,169631.7482263343
1763,182148.62868044665
1764,107402.24753508878
1765,162911.38306614515
